Annual_Rainfall,Seasonal_Rainfall,Cloud_Visibility,Humidity,Temperature,Wind_Speed,Flood_Occurred
1221.0,695.8,7.04,55.6,33.1,15.7,0
2594.1,996.5,6.54,56.1,29.8,19.2,0
1744.6,858.3,4.9,53.6,26.4,14.0,0
1859.0,1210.2,4.8,63.6,29.4,5.2,0
1785.3,756.7,6.32,49.5,34.0,1.4,0
1595.2,392.7,7.13,34.9,36.3,22.7,0
2234.0,1167.8,5.35,61.3,28.4,11.5,1
1618.3,862.6,6.89,46.8,25.0,9.2,0
2389.3,1353.0,6.14,55.5,31.4,17.2,1
2164.8,1379.9,6.24,61.7,28.0,19.2,1
2032.7,1273.5,4.85,59.4,31.9,19.3,0
1564.7,909.2,5.18,45.8,30.8,23.8,0
1796.3,1245.6,5.34,60.6,26.5,24.1,0
2728.8,1003.4,6.62,61.6,29.9,8.9,1
2550.6,1557.3,4.69,57.7,32.4,22.7,1
1515.7,947.6,5.63,62.5,29.4,11.1,0
2269.5,910.7,6.89,44.9,26.8,12.4,0
2726.0,1007.7,4.78,68.5,24.9,7.2,1
1031.4,475.0,6.58,45.0,28.6,0.6,0
2580.4,1214.4,4.37,60.0,28.0,14.7,0
1736.2,1111.9,4.31,46.1,31.9,8.6,0
2599.4,1238.0,4.27,59.1,25.8,20.6,1
1665.7,745.0,5.55,53.1,35.0,10.6,0
936.6,446.4,7.37,46.5,27.0,12.4,0
1060.7,725.8,6.14,48.0,37.3,20.4,0
2233.7,1232.0,5.12,53.7,34.4,6.1,0
2381.8,1258.8,3.91,66.6,29.5,10.8,1
1567.0,841.2,6.31,53.4,25.1,13.9,0
2647.0,1866.3,4.52,78.6,27.6,20.5,1
1036.9,477.1,7.47,44.3,29.7,17.3,0
2153.7,1524.6,5.32,61.3,24.7,21.9,1
1352.3,777.9,4.38,57.1,31.1,13.0,0
1743.7,925.5,6.05,44.8,27.4,15.1,0
2233.2,1898.4,6.09,62.6,25.5,20.8,1
1597.7,676.3,6.51,57.2,29.8,3.0,0
1930.8,980.0,4.82,48.4,28.0,12.7,0
2904.4,1167.9,5.97,47.4,35.6,16.2,1
1796.2,1193.2,4.71,70.0,27.7,17.6,0
2785.0,2096.3,3.67,64.6,28.5,14.4,1
1409.2,1057.5,3.51,57.7,30.0,6.4,0
2570.9,1791.6,4.26,68.6,29.0,16.8,1
3209.1,1688.9,4.93,49.7,29.4,29.5,1
469.8,237.8,6.29,42.1,34.1,4.4,0
1642.2,573.9,5.77,51.7,31.5,18.3,0
2604.0,2068.3,3.49,74.6,27.9,29.3,1
2057.9,1247.6,4.73,65.0,29.3,15.4,0
2459.8,1207.7,4.64,56.7,28.8,10.8,0
1777.2,1260.7,4.62,64.1,26.4,18.3,0
2260.6,979.5,4.45,51.3,29.6,14.8,1
2091.0,1252.1,5.95,51.2,29.9,10.0,0
3017.4,1597.1,2.79,57.3,29.6,13.2,1
2378.1,1490.2,5.09,54.6,29.1,19.2,1
2436.3,1321.4,5.3,66.8,28.3,21.2,1
1911.7,718.6,5.79,42.2,30.2,10.2,0
1858.7,1039.1,5.92,58.0,28.0,13.5,0
1897.2,1282.3,6.09,58.6,30.0,19.3,0
2476.1,1353.2,2.34,60.6,28.2,14.7,1
1905.3,1225.1,4.46,67.4,29.7,13.2,1
2402.8,1020.1,3.38,53.4,32.7,9.3,0
3652.8,1997.5,3.51,75.1,25.3,14.8,1
2809.8,1334.8,4.95,61.2,30.7,31.6,1
1971.8,1261.2,3.17,58.9,29.2,14.0,0
3040.8,1684.0,4.96,80.3,34.2,25.8,1
1914.3,1211.4,6.01,50.4,28.6,25.0,0
773.3,526.3,5.1,56.0,32.9,9.9,0
1494.3,945.9,6.52,58.8,29.9,15.6,0
890.4,518.9,5.1,45.3,26.6,11.6,0
1953.9,840.6,4.13,63.0,28.5,3.1,1
2212.9,1216.4,4.1,48.0,31.9,5.6,0
3373.5,1639.6,6.12,62.6,27.0,17.7,1
2428.8,1235.6,5.91,52.2,22.5,12.5,0
2046.6,1033.7,5.83,58.7,29.5,25.3,0
2780.6,1202.3,5.9,52.2,26.0,13.5,1
652.2,205.5,7.13,45.8,31.9,20.9,0
2364.9,1111.1,5.48,56.3,34.1,11.5,0
2739.6,1570.4,4.99,61.8,30.7,28.4,1
1165.0,452.3,6.37,49.4,35.6,13.6,0
3000.6,1656.0,4.06,64.4,26.5,20.8,1
2436.9,1896.0,4.45,63.3,27.2,15.8,1
1909.3,1284.5,4.1,77.0,25.9,18.8,1
2642.9,1974.9,4.19,68.1,25.4,29.4,1
3789.5,2262.1,3.17,62.2,24.0,20.1,1
2327.3,1606.1,3.79,60.2,24.4,15.1,1
2373.8,1099.3,6.76,49.7,33.6,12.8,0
1878.4,887.9,5.12,58.9,23.7,22.8,0
1605.1,355.2,6.94,47.5,35.3,15.2,0
2781.2,1925.6,2.94,72.7,31.3,27.7,1
1600.7,1176.3,4.21,56.3,30.8,16.6,0
2250.1,1088.2,4.82,55.4,26.2,14.5,0
1865.6,969.2,5.56,53.0,25.0,16.1,0
2535.3,1165.1,4.75,57.8,27.7,21.1,1
2433.6,1450.2,5.46,67.8,30.6,14.8,1
2926.3,2004.5,3.85,73.5,27.4,27.7,1
1843.0,628.2,7.42,52.9,27.4,13.8,0
2011.1,1204.9,5.3,61.9,32.7,0.4,0
1514.9,782.9,3.59,57.6,35.3,17.8,0
1889.0,1064.7,6.14,58.5,28.9,6.4,0
2464.1,1491.0,3.35,65.6,28.9,21.7,1
2729.9,1439.8,4.48,69.8,24.2,21.6,1
1554.5,835.6,5.46,49.1,28.8,14.8,0
2808.7,1472.7,6.81,58.0,30.2,19.7,1
3148.9,2098.6,5.34,65.9,28.3,26.6,1
2489.4,1494.3,4.03,64.6,27.1,13.6,1
3513.8,2025.6,4.49,60.7,26.5,24.3,1
1658.3,659.2,6.1,53.1,29.2,18.7,0
1328.7,670.4,6.82,49.9,29.6,22.4,0
954.9,628.2,5.7,56.7,31.8,5.0,0
3247.2,1800.7,3.65,64.3,22.0,20.7,1
2658.1,1672.3,3.92,65.1,28.0,11.8,1
2161.1,1646.7,3.97,72.6,29.3,11.4,1
2396.0,1616.4,4.9,73.7,26.6,19.4,1
1412.2,792.5,6.5,48.4,28.8,13.0,0
3912.0,1911.7,3.31,71.1,26.3,25.8,1
2290.5,557.9,6.66,50.5,29.3,9.1,0
2276.6,1206.1,4.72,61.2,29.3,14.1,0
2708.0,1383.5,5.71,60.2,29.2,17.2,1
2536.7,1514.0,6.15,71.5,22.2,11.5,1
2356.7,1252.7,5.61,48.3,31.1,10.8,0
1646.7,842.4,6.61,50.7,29.2,19.5,0
2530.0,851.3,4.99,56.1,35.9,9.6,0
3517.4,1537.8,4.35,66.9,24.9,23.9,1
3141.8,1907.7,3.47,78.1,25.0,22.5,1
3315.2,2506.0,2.35,86.6,25.7,13.0,1
1842.1,991.6,7.63,53.9,31.0,16.8,0
1507.3,888.3,4.92,61.8,24.1,16.2,0
2111.9,1403.0,5.62,57.8,26.3,18.6,1
2239.0,1013.6,3.57,61.5,31.5,12.9,1
2965.9,1761.8,3.84,78.5,25.1,12.4,1
1015.3,468.2,6.82,54.6,35.0,18.8,0
3270.7,2138.3,3.16,74.2,25.8,19.6,1
2089.4,1187.1,3.35,56.7,26.6,9.5,1
1901.2,1113.7,5.95,48.3,31.3,17.1,0
1491.5,680.3,5.95,52.6,35.3,7.4,0
1041.6,661.3,7.14,43.7,31.7,6.1,0
2776.2,2221.4,5.43,70.1,30.7,18.4,1
2251.3,965.9,5.78,48.0,34.8,9.5,0
1297.0,660.5,5.6,47.6,27.7,6.3,0
1293.4,747.3,5.03,51.6,33.1,17.1,0
1965.0,1266.2,5.13,61.5,24.5,14.6,0
3368.3,1626.4,5.12,62.0,29.6,24.8,1
2018.3,423.9,5.61,53.1,30.8,5.3,0
1147.8,818.5,6.54,51.6,33.9,2.3,0
2028.0,1300.5,5.73,55.7,32.5,16.3,1
2009.1,684.8,5.99,52.1,32.1,23.0,0
400.0,190.8,5.33,54.8,32.5,12.3,0
2162.0,1595.9,4.01,67.1,29.9,36.4,1
2038.3,1475.2,2.94,61.0,28.8,18.4,1
2687.3,1780.7,5.05,58.8,27.7,19.6,1
3494.3,1848.0,4.22,67.7,32.1,5.6,1
2988.6,1673.5,4.45,67.7,32.9,20.1,1
2011.8,1074.9,5.97,54.6,29.1,15.2,0
1425.4,977.0,6.58,45.4,30.5,11.1,0
4001.4,1780.2,4.49,62.9,28.2,17.4,1
2241.5,1016.1,4.93,64.7,24.8,13.4,0
2209.8,1483.3,3.0,71.9,27.6,15.4,0
2183.1,1189.1,5.12,53.4,34.1,27.3,0
2338.7,1673.1,4.16,70.3,25.9,15.3,1
2098.9,985.3,5.46,48.4,36.1,14.6,0
1798.4,977.3,5.66,63.8,33.3,11.2,0
1817.2,798.3,5.24,54.0,31.4,17.3,0
2177.1,1199.3,4.97,64.5,30.9,15.9,0
1819.6,677.9,6.88,40.4,27.7,10.2,0
1701.0,836.0,6.12,57.2,29.3,1.2,0
2274.5,859.0,6.49,53.5,34.4,14.4,0
2021.5,1280.2,5.26,65.2,27.2,13.5,0
3252.8,2068.7,1.67,78.0,30.5,19.5,1
400.0,136.9,7.9,42.5,27.6,1.7,0
2964.1,2104.7,5.16,69.5,23.6,28.6,1
3072.3,2610.5,2.12,85.7,31.7,28.1,1
748.6,415.9,6.72,46.2,31.0,19.0,0
1960.1,927.3,5.3,49.3,28.3,20.2,0
1940.0,1724.5,3.15,61.6,32.1,21.4,1
1214.7,475.8,6.43,38.6,34.6,3.9,0
1655.5,914.5,5.45,51.3,32.7,24.3,0
1422.6,813.1,5.09,59.4,28.4,7.1,0
3426.6,2437.7,2.28,79.4,25.6,20.3,1
2855.0,1693.5,4.01,63.4,29.1,21.9,1
3090.1,1514.6,4.32,68.6,30.6,21.2,1
2705.2,1179.1,4.96,53.5,27.8,18.2,0
1409.7,717.5,6.4,51.8,30.9,9.7,0
1832.8,786.6,6.51,51.3,31.0,8.9,0
2542.6,1413.0,6.42,66.9,32.6,31.3,1
1344.5,648.5,7.68,40.7,32.8,11.5,0
2699.1,1000.6,6.08,50.6,25.2,12.7,0
2031.8,1423.5,5.01,52.5,28.1,11.9,0
1937.6,950.0,5.96,53.4,27.0,14.9,0
2697.7,1073.2,5.16,64.1,31.3,15.3,0
2511.0,1330.3,4.78,57.9,31.7,15.5,0
1947.3,1087.0,6.22,54.0,29.8,16.5,0
3011.5,1025.2,4.0,61.3,28.9,24.4,1
1443.3,851.2,5.13,59.8,30.3,9.3,0
2631.2,1116.5,5.82,57.0,30.1,14.6,0
2615.2,1975.3,3.38,75.1,25.6,15.4,1
1983.3,1215.5,5.46,52.6,25.6,16.7,0
2428.3,1219.0,4.47,67.4,23.1,11.6,1
1324.2,609.9,4.61,62.5,34.4,8.3,0
2846.8,1529.9,5.36,67.2,30.0,8.0,1
2070.6,1291.1,5.1,47.8,30.1,16.0,1
1834.1,1003.1,6.01,52.4,33.5,16.3,0
2934.3,1537.4,4.7,67.8,24.7,27.9,1
1707.0,950.8,5.03,52.4,24.6,16.3,0
1214.1,579.8,5.76,56.7,31.8,8.6,0
1110.4,565.0,5.28,52.4,31.6,3.1,0
2624.2,786.5,7.29,48.1,25.0,5.2,0
1303.7,869.4,4.82,53.9,31.1,5.2,0
3428.4,2008.5,3.7,66.2,26.2,30.7,1
742.6,339.5,5.73,44.2,28.8,11.7,0
3387.5,2635.0,1.94,78.1,25.0,19.6,1
2347.7,1315.8,5.78,67.7,21.7,9.8,1
2132.3,907.6,5.23,67.0,28.2,8.0,0
1818.6,1187.2,5.93,50.1,27.2,11.1,0
2479.4,1482.1,5.01,51.8,30.3,24.4,1
2173.7,1298.4,5.86,58.9,28.6,15.2,0
2972.3,1482.9,4.7,54.2,30.5,7.8,1
2280.0,1377.2,5.51,61.9,21.2,29.7,0
2305.2,1195.5,4.19,63.3,26.8,8.0,0
1945.5,1199.8,4.05,67.8,30.9,11.3,1
2160.1,694.3,6.56,52.1,29.5,19.8,0
2415.5,1202.7,5.96,57.7,31.8,17.4,1
1002.9,758.8,7.24,40.1,24.9,9.5,0
1256.3,575.3,5.39,49.2,32.9,3.9,0
2720.3,1299.0,4.64,60.8,27.1,9.6,1
2319.6,1151.1,5.13,61.9,27.2,9.1,0
2071.2,837.2,5.42,48.9,33.1,12.8,0
2212.9,630.7,7.43,47.3,34.0,12.8,0
2443.3,1276.2,3.77,51.2,32.2,14.4,0
1822.2,1031.9,5.81,42.5,35.8,13.7,0
1655.2,899.9,5.75,47.5,33.7,6.8,0
2337.1,1244.8,3.5,50.1,26.8,16.9,1
1515.1,841.2,4.54,55.2,30.5,20.5,0
2485.8,1672.3,5.12,63.2,27.1,16.6,1
1008.2,531.5,6.56,45.1,36.9,9.9,0
2920.4,1405.0,6.52,56.2,32.1,16.5,1
2530.8,1306.6,7.61,41.1,28.4,22.2,0
2379.2,1474.0,4.45,72.2,31.3,11.1,1
2887.9,2077.7,4.4,66.6,23.6,28.6,1
3365.8,1597.5,4.76,62.6,29.1,19.7,1
2910.1,1635.1,2.95,57.0,25.4,17.5,1
911.4,538.3,4.78,54.3,25.7,18.4,0
1304.3,562.0,6.28,49.7,33.1,4.1,0
1762.6,973.8,6.41,50.3,32.5,16.7,0
2218.3,829.9,6.21,50.7,31.5,15.3,0
2562.4,865.3,4.33,63.7,29.5,7.3,1
1692.0,1005.1,6.3,55.4,25.9,16.5,0
2330.7,1174.5,6.5,57.4,25.8,16.4,0
1671.2,959.7,6.74,49.4,26.9,12.4,0
1771.9,970.8,7.16,43.9,29.1,18.7,0
1215.3,526.0,5.94,47.3,34.0,7.6,0
1553.7,846.1,6.51,55.2,33.2,14.5,0
1253.8,504.1,6.01,54.5,25.9,10.1,0
1516.9,1087.5,6.74,43.6,27.4,10.5,0
2937.5,1137.7,6.06,51.1,27.2,17.5,1
1535.4,808.4,6.0,49.2,22.6,11.4,0
4042.7,1717.8,3.64,67.0,29.8,9.0,1
2545.3,1574.2,4.56,63.9,27.7,6.2,1
2329.4,1188.5,6.05,57.9,28.9,19.5,0
1599.1,780.0,5.37,54.7,34.3,5.1,0
2690.2,1755.1,5.36,62.2,28.3,19.7,1
1797.1,994.7,5.73,61.2,28.4,14.0,0
2285.4,1398.7,4.44,64.6,30.5,13.8,1
3992.1,1725.5,5.56,65.2,31.2,29.6,1
2132.8,813.5,4.88,62.4,31.0,13.7,0
3004.5,1691.1,4.93,75.9,30.2,22.2,1
1707.8,873.9,5.69,59.3,29.6,14.7,0
2175.5,1360.1,6.18,43.3,28.6,14.4,0
3439.6,1858.8,2.72,78.7,28.1,18.5,1
1761.1,1012.0,5.1,60.7,27.4,22.5,0
3468.7,1232.1,4.13,71.4,27.5,21.6,1
2695.4,2093.3,2.17,80.3,31.3,31.7,1
1806.3,957.9,4.76,64.5,35.8,14.8,0
2642.7,1674.7,3.39,71.6,32.9,12.3,1
2880.8,1295.4,4.94,68.4,25.1,12.8,1
2635.3,1546.8,4.82,76.3,24.2,9.7,1
1100.8,433.4,5.4,48.1,27.4,15.1,0
1691.0,1021.8,7.52,46.6,30.1,10.3,0
2026.7,1028.1,5.51,54.3,21.2,0.0,0
2147.9,1188.9,4.27,61.0,27.5,29.6,0
2634.5,1669.6,4.98,66.7,32.4,14.1,1
2324.4,934.6,5.8,47.2,32.8,9.9,0
1265.3,592.0,6.83,39.5,29.1,21.4,0
2466.1,1491.7,4.69,59.0,27.3,9.3,1
2627.4,2106.6,2.69,78.0,28.9,26.9,1
2591.9,1382.6,4.8,71.2,31.6,12.4,1
2956.5,1835.8,3.52,74.3,26.2,10.5,1
2783.7,1495.3,3.11,69.8,27.9,26.8,1
2521.4,1974.5,4.37,70.5,25.8,24.8,1
2150.9,732.0,5.74,41.1,26.3,17.7,0
1037.3,582.3,5.5,46.4,30.0,13.5,0
2500.7,887.6,6.78,52.4,29.1,16.7,0
2345.4,584.5,5.47,46.2,26.9,3.9,0
2390.1,1399.9,2.98,62.3,30.7,16.7,1
1306.3,740.3,6.28,54.3,31.8,6.7,0
1443.3,744.5,5.35,56.8,32.4,3.9,0
2937.2,1578.0,4.51,63.1,26.1,19.5,1
2172.3,1955.1,4.48,59.3,21.6,26.1,1
2677.1,1389.4,5.27,58.9,30.2,13.6,0
2219.8,1356.8,4.31,61.6,26.9,14.5,0
2220.8,1048.4,6.11,63.8,26.9,7.2,0
2856.8,1672.4,3.46,62.9,24.4,17.6,1
1838.8,958.8,5.74,58.1,29.0,18.0,0
2267.3,1135.3,5.69,59.6,34.1,19.2,0
1876.4,1441.6,4.16,62.9,27.2,19.5,0
1895.9,1310.5,3.8,66.2,25.7,11.8,1
1983.6,1123.5,6.41,53.7,31.4,10.5,0
2355.5,644.2,5.57,46.7,31.0,16.5,0
1864.9,944.9,5.14,54.8,23.5,18.3,0
3079.0,2692.2,3.68,78.5,27.8,22.4,1
1573.8,822.0,5.64,56.0,36.5,10.1,0
2069.2,1412.0,3.7,57.9,21.0,23.1,0
1892.2,1368.1,6.22,62.9,25.2,13.7,0
3212.9,1851.5,3.72,68.5,19.2,23.1,1
2337.6,1049.5,5.03,57.8,29.4,13.2,0
2922.3,753.3,6.34,49.1,33.2,6.0,0
1160.1,733.3,6.62,49.5,30.6,21.9,0
2386.9,1079.4,6.92,57.5,33.7,14.9,0
2822.7,1612.2,3.09,66.5,30.8,12.9,1
2257.6,903.1,6.35,54.2,35.0,4.8,0
2945.8,1526.4,4.53,74.2,32.0,9.0,1
1837.9,1018.3,5.8,50.1,28.5,11.6,0
3186.5,1855.3,4.76,68.8,28.0,30.2,1
3809.2,1585.5,5.96,55.5,25.8,13.6,1
1946.0,1349.8,3.68,63.4,28.2,24.4,0
1888.1,903.2,7.56,47.5,30.1,12.4,0
3217.4,1123.1,4.19,56.0,29.2,7.3,1
3305.7,1774.9,3.48,65.7,32.0,15.3,1
1834.0,1016.3,5.17,57.7,28.7,6.1,0
1905.9,1085.0,7.16,53.7,26.7,9.1,0
2002.8,1428.9,4.82,58.9,26.1,10.9,0
1258.9,656.7,5.47,58.9,32.5,0.3,0
1556.9,834.0,6.83,54.8,25.9,21.8,0
1497.1,625.2,6.15,46.5,30.0,12.8,0
1662.5,1078.1,4.56,55.4,33.5,10.0,0
2175.7,1244.8,4.09,69.4,30.0,16.4,0
2364.0,1181.0,6.42,57.1,29.1,9.7,0
3285.4,1056.0,5.78,52.5,29.5,0.0,1
1501.2,1085.8,7.22,53.0,26.4,31.9,0
2889.0,1163.3,6.08,55.0,26.8,15.8,0
2050.2,982.1,5.29,51.9,29.2,10.1,0
2165.4,1284.1,5.63,52.5,29.9,3.7,0
2672.4,1086.1,5.17,50.3,32.4,5.2,0
1414.1,524.3,6.14,43.3,31.1,20.9,0
2467.7,728.3,9.32,55.0,34.4,21.2,0
2316.5,1474.5,5.71,60.9,33.4,20.9,1
2544.7,1233.1,5.91,58.1,31.6,8.4,0
2402.4,2162.2,2.55,81.6,30.7,29.4,1
3918.7,1687.7,5.09,74.3,25.2,20.3,1
1753.6,770.6,6.91,50.4,26.8,16.3,0
1828.3,881.5,7.5,50.1,31.5,15.7,0
1763.8,1021.6,7.32,50.9,25.6,4.8,0
1811.2,893.9,4.23,58.2,29.1,5.9,0
1753.8,1093.5,4.57,56.0,31.8,11.2,0
3032.3,1311.7,4.37,58.3,33.2,19.4,1
3194.4,1227.3,4.74,54.4,28.4,6.7,1
1800.5,601.7,6.78,44.8,28.7,10.4,0
1617.4,458.0,5.85,49.1,31.9,9.6,0
2530.0,1234.2,7.35,51.5,26.0,19.8,0
1813.4,931.9,6.75,60.6,29.4,17.4,0
2643.1,1253.4,5.32,56.5,29.1,9.1,1
2342.0,1637.6,6.09,64.8,28.2,26.0,1
1139.0,794.3,7.62,44.5,30.5,5.6,0
3283.3,1673.9,4.05,66.2,25.7,24.1,1
3457.1,1157.2,3.8,56.2,27.2,11.3,1
1771.0,853.6,5.62,53.1,27.8,13.9,0
1928.6,921.9,4.53,63.3,25.0,14.6,0
2400.1,1130.8,5.4,58.8,30.4,15.6,0
2434.1,1135.0,5.71,53.1,32.1,18.5,0
2661.0,1254.9,5.45,55.5,31.5,17.5,0
3607.1,1816.6,4.33,72.1,27.1,23.1,1
2076.1,983.5,4.04,63.2,27.3,16.4,0
1641.2,943.7,5.83,56.5,32.1,5.8,0
1234.5,732.3,5.33,55.6,32.2,13.8,0
1688.3,744.1,5.86,55.4,31.0,8.9,0
2176.8,1529.3,4.81,72.5,33.7,10.1,1
3456.2,1494.4,4.54,51.8,28.5,14.8,1
1837.7,654.0,5.6,54.3,29.7,12.8,0
2356.7,1403.8,4.35,68.0,27.6,17.5,1
2188.5,989.0,5.7,47.5,25.1,20.0,0
3031.9,1784.4,5.31,62.7,29.9,26.0,1
3968.9,1038.1,5.25,51.2,29.3,15.9,1
1828.4,1311.1,4.87,56.2,30.5,18.6,0
1857.4,1171.4,4.88,55.5,34.8,15.3,0
2930.9,1084.3,6.16,58.5,28.3,18.8,0
2677.3,997.4,4.78,60.9,22.7,16.6,1
3492.7,2621.9,2.73,87.7,27.5,22.7,1
2608.7,1204.0,7.12,53.9,29.7,27.8,0
1948.5,876.6,6.03,48.7,27.8,9.7,0
2613.5,726.7,6.32,59.3,31.5,20.9,0
2976.1,1511.6,5.74,67.6,30.9,8.5,1
2774.3,1450.1,5.56,63.3,25.8,21.2,1
2555.1,1624.7,4.27,68.4,27.4,25.9,1
2946.7,1126.0,5.84,57.5,33.9,3.0,1
3018.5,1109.5,4.1,60.6,27.3,15.2,1
3167.5,1913.5,3.52,68.1,27.8,23.2,1
2654.1,1780.4,3.63,69.6,20.1,19.7,1
2083.0,752.9,8.37,42.8,25.8,14.6,0
2302.7,1565.3,4.22,60.5,28.9,17.8,0
3044.6,1688.2,4.0,62.5,31.8,11.1,1
1628.1,1108.8,4.67,55.2,25.4,28.5,0
2458.1,1331.2,5.81,55.4,29.2,12.6,0
1924.7,476.0,6.74,44.3,29.8,13.3,0
2220.1,1180.6,6.73,49.5,32.2,10.9,0
3094.9,2095.9,4.0,76.2,23.6,6.3,1
2333.8,1033.3,4.4,55.7,30.9,8.4,0
2232.5,1123.9,5.39,47.4,27.5,5.7,0
1248.1,660.1,7.54,45.4,31.2,18.3,0
2722.4,550.1,5.98,50.7,30.9,7.5,0
2651.8,1990.4,5.05,68.0,26.7,16.3,1
3714.3,1641.1,4.63,61.6,29.7,11.0,1
1984.6,1211.9,4.43,58.6,29.4,15.5,0
2353.4,1269.9,4.69,62.0,28.7,11.0,1
2374.6,1664.4,4.25,57.5,27.1,23.5,1
3304.2,1978.3,3.21,74.4,27.7,21.1,1
2133.3,1113.2,5.84,52.7,30.1,10.9,1
2395.3,1060.6,5.84,56.6,26.6,19.2,0
2625.5,1695.4,3.11,66.4,27.1,17.7,1
2330.6,757.9,6.14,48.7,27.1,12.5,0
1887.5,1184.4,5.18,52.5,29.2,6.0,0
2335.9,976.7,5.17,53.6,28.0,13.2,0
2951.5,2066.9,3.17,82.2,29.6,21.7,1
1481.4,843.5,5.92,45.1,32.1,20.8,0
2293.1,1438.4,5.19,72.8,25.9,11.7,1
1709.9,957.3,6.66,53.5,29.8,27.1,0
3036.5,1031.6,6.41,56.4,31.6,17.2,0
1133.8,506.5,6.41,41.4,30.3,1.8,0
1808.8,1140.8,4.85,53.3,27.2,9.4,0
2464.0,1404.5,5.13,59.1,25.5,24.6,1
3295.9,2279.8,3.71,69.6,29.4,28.5,1
2154.0,1288.9,4.65,59.0,31.8,15.5,0
1811.4,786.1,5.12,49.9,29.6,13.4,0
3516.8,1598.3,3.72,76.2,30.6,10.1,1
1186.4,667.2,6.25,43.5,21.6,19.7,0
660.8,180.0,7.41,43.4,35.6,3.1,0
2508.0,1883.0,4.48,71.1,27.2,23.8,1
1848.6,1114.7,6.67,51.1,29.9,22.5,0
1485.1,1035.5,4.17,60.4,28.7,14.2,0
2695.8,971.4,6.06,52.9,34.0,19.4,1
2370.7,1657.9,4.89,51.1,25.0,28.6,0
1805.1,1476.2,3.48,67.2,33.0,18.0,1
1303.8,510.4,6.47,41.3,32.0,9.9,0
2810.7,1806.1,5.48,62.1,29.7,17.9,1
2655.1,1460.7,4.17,67.1,27.7,11.9,1
2130.6,777.0,7.3,50.1,26.3,7.8,0
3492.6,2127.5,3.7,78.9,29.9,22.8,1
1450.9,943.2,4.8,62.1,30.8,12.4,0
1132.1,541.0,7.49,44.6,34.8,13.1,0
1715.7,1183.7,5.24,63.4,28.7,5.8,0
2168.1,758.8,5.5,47.4,29.0,11.8,0
2370.3,878.5,6.28,67.2,34.2,19.2,1
2031.1,1150.4,5.78,53.9,35.1,7.9,0
2446.4,1353.0,4.52,67.4,28.9,15.8,1
1323.9,614.3,5.13,54.7,28.3,0.4,0
3210.6,2077.8,4.54,74.5,29.7,12.0,1
2142.5,1314.9,5.7,56.6,28.2,20.4,1
2982.1,1947.2,4.51,69.7,29.3,17.3,1
2439.9,1305.9,5.52,47.6,28.2,26.4,0
2519.7,1568.1,5.15,66.0,33.1,19.6,1
2598.8,1290.4,5.63,62.4,27.0,18.6,1
2513.4,2001.8,3.26,72.3,28.9,13.0,1
2649.9,1199.1,5.31,41.0,27.8,12.5,0
3130.4,2512.6,4.0,71.9,25.4,18.0,1
2337.6,1295.4,4.09,55.9,27.8,9.0,1
2696.3,1037.9,5.46,58.1,31.8,17.9,1
2137.2,1526.3,4.17,65.7,31.3,21.9,1
3208.1,1812.9,5.22,67.5,29.5,20.8,1
1726.5,1125.9,4.74,61.5,29.1,9.5,0
3460.7,2411.6,4.49,71.7,26.9,23.8,1
2171.9,1282.6,4.39,63.8,31.8,3.9,0
1198.5,574.0,6.84,51.9,33.5,19.2,0
2289.7,1527.4,6.14,66.3,20.4,8.9,0
1723.3,948.0,4.84,53.8,29.0,6.7,0
2788.5,1763.1,3.72,78.7,27.3,18.8,1
1743.2,508.2,8.34,50.9,32.8,12.1,0
1887.7,1139.5,5.76,52.1,29.2,14.1,0
877.3,415.3,6.45,48.0,33.2,3.7,0
1883.4,1409.5,5.16,66.7,25.5,22.9,1
503.3,314.4,6.95,41.4,32.1,0.0,0
1091.3,631.6,4.32,56.5,33.3,2.7,0
2732.3,1662.2,5.17,68.4,23.8,16.9,1
2750.1,1183.0,4.6,44.5,36.8,7.2,0
2497.8,1860.4,3.63,71.0,31.3,26.0,1
1523.1,1201.7,6.33,56.4,29.3,7.8,0
2166.6,1293.8,4.53,63.6,26.6,24.7,1
2197.5,1628.0,3.53,71.2,27.8,23.5,1
1389.1,669.2,6.7,51.7,30.7,19.2,0
3252.4,1477.7,3.35,73.2,29.9,27.8,1
2814.2,1561.6,3.69,63.5,32.9,17.4,1
2045.3,1231.7,5.1,63.1,27.8,9.0,0
2218.8,1115.4,4.85,62.4,31.1,13.8,0
2345.9,1441.6,3.84,62.1,24.8,12.8,1
770.8,452.3,6.63,51.8,29.7,6.3,0
2027.0,872.0,6.36,50.1,31.1,13.9,0
1722.6,1054.7,5.33,54.0,31.7,12.2,0
1498.9,979.7,5.88,47.5,27.5,9.1,0
2003.2,1143.0,5.56,59.4,28.1,13.1,0
3458.4,2380.5,4.04,79.4,30.9,24.9,1
2648.6,1069.8,4.69,63.9,33.0,19.9,1
1800.2,1091.2,5.57,61.9,30.1,4.6,0
2600.8,1065.2,5.99,55.0,22.9,12.3,0
3179.5,1323.7,6.19,53.7,36.5,14.7,1
2847.2,1350.4,4.79,63.8,28.9,8.6,1
2241.7,979.5,4.37,62.1,28.8,12.9,0
1747.1,846.0,5.1,57.8,28.5,13.7,0
2688.8,1409.7,4.66,68.7,29.9,19.2,1
2475.4,1610.2,6.05,64.0,29.5,17.7,1
